brand,category,type,capacity,model_code,product_name,mrp_npr,short_description,detailed_specs,specs_list,image_url,photo_path,warranty,source,whatsapp
Himstar,Washing Machine,washing machine,10,10FBWA2DTK/NJ,Himstar 10 kg washing machine Direct Drive inverter dd motor 10FBWA2DTK/NJ,99999,"Himstar HW‐10FBWA2DTK/NJ | 10Kg Front Load Washing Machine Looking for a high-performance and reliable washing machine for everyday use? The Himstar HW‐10FBWA2DTK/NJ is designed to deliver powerful cleaning results while maintaining efficiency and convenience. With its 10KG capacity, this front load washing machine is ideal for medium to large households, allowing you to handle more laundry in fewer cycles. Its advanced motor technology, multiple wash programs, and user-friendly features make it a practical and dependable solution for modern homes. Why Choose the Himstar HW‐10FBWA2DTK/NJ? DD Inverter Motor The machine is equipped with a DD inverter motor that ensures smooth and stable operation. It reduces noise and vibration during washing while improving durability and energy efficiency, making it suitable for long-term use. 11 Wash Programs: The machine offers 11 wash programs designed to handle different types of fabrics and laundry needs. Whether it is daily wear, delicate garments, or bulky items, users can select the most suitable program for optimal results. LED Display with Touch Panel: The touch control panel combined with an LED display provides a clean and modern interf","Brand: No Brand; SKU: 296031242_NP-12320543258; Washing features: Cotton,Large Capacity,Spin dry,Steam washing,Quiet Operation,Quick Wash,Ultra White,Extra rinse cycle,Automatic temperature control,Automatic dispenser,Handwash+Delicates; Country Of Origin: India; Washing Capacity (kg): 10; Drum Type: Steel; Type of Washing Machine: Front Load; Maximum Spin Speed (RPM): 1200; Top Type: Front Load; Model Name/Number: 10FBWA2DTK/NJ; Washing Mode: Energy Saving","Brand: No Brand | SKU: 296031242_NP-12320543258 | Washing features: Cotton,Large Capacity,Spin dry,Steam washing,Quiet Operation,Quick Wash,Ultra White,Extra rinse cycle,Automatic temperature control,Automatic dispenser,Handwash+Delicates | Country Of Origin: India | Washing Capacity (kg): 10 | Drum Type: Steel | Type of Washing Machine: Front Load | Maximum Spin Speed (RPM): 1200 | Top Type: Front Load | Model Name/Number: 10FBWA2DTK/NJ | Washing Mode: Energy Saving",https://static-01.daraz.com.np/p/76e37e7e8ecd4acabf64881954e8cac2.jpg,photos\Himstar\10FBWA2DTK-NJ.jpg,10 Years Brand Warranty,daraz_scrape,9779765985999
Himstar,Washing Machine,washing machine,8,HWFAW82ITK/NJ,"Himstar 8 kg fully Automatic Front Load  Washing Machine - HWFAW82ITK/NJ ENERGY SAVING , STEAM WASH ,STORM WASH ( latest model 2026)",81999,"Why Choose the New Himstar 8 KG Washing Machine? Experience the next generation of washing with the all-new Himstar 8 KG Washing Machine , designed to deliver superior performance, convenience, and durability. What's New & Better? Modern Premium Design: Features a completely redesigned, robust body that is stronger, more stylish, and built to last compared to the previous-generation model. Advanced Inverter Motor: Equipped with a new inverter motor that helps save up to 30% more electricity while also optimising water and detergent usage for greater efficiency. Easy-Clean Drain Filter: The upgraded drain filter features a convenient, easy-access cap. Unlike the older design that required removing the entire bottom cover to reach the drain cap, the new system makes cleaning quick, simple, and hassle-free. Built-in Anti-Rat Protection: The new model includes an anti-rat bottom cover that helps prevent rats and cockroaches from entering the machine and damaging internal components. This added protection helps avoid repairs that are typically not covered under standard warranty due to pest damage. Upgrade to Smarter Washing The new Himstar 8 KG isn't just an updated washing machine—it'","Brand: No Brand; SKU: 296031010_NP-1367965868; Washing features: Cotton,Large Capacity,Spin dry,Steam washing,Quiet Operation,Quick Wash,Automatic temperature control,Automatic dispenser,Handwash+Delicates,Extra rinse cycle,Ultra White,Fuzzy Logic; Country Of Origin: India; Washing Capacity (kg): 8; Drum Type: Steel; Type of Washing Machine: Front Load; Maximum Spin Speed (RPM): 1200; Top Type: Front Load; Model Name/Number: HWFAW82ITK/NJ; Washing Mode: Energy Saving; Warranty Policy EN: 10 years warranty on motor and 1 years full body warranty","Brand: No Brand | SKU: 296031010_NP-1367965868 | Washing features: Cotton,Large Capacity,Spin dry,Steam washing,Quiet Operation,Quick Wash,Automatic temperature control,Automatic dispenser,Handwash+Delicates,Extra rinse cycle,Ultra White,Fuzzy Logic | Country Of Origin: India | Washing Capacity (kg): 8 | Drum Type: Steel | Type of Washing Machine: Front Load | Maximum Spin Speed (RPM): 1200 | Top Type: Front Load | Model Name/Number: HWFAW82ITK/NJ | Washing Mode: Energy Saving | Warranty Policy EN: 10 years warranty on motor and 1 years full body warranty",https://static-01.daraz.com.np/p/4185cf69ffbd4057a85f74ebfbe952f9.png,photos\Himstar\HWFAW82ITK-NJ.png,10 Years Brand Warranty,daraz_scrape,9779765985999
Himstar,Washing Machine,washing machine,8,HW-80FAW82ITK/NJ,Himstar 8KG Inverter Motor Front Load Fully Automatic Washing Machine | HW-80FAW82ITK/NJ | 1200RPM Fast Spin Dry | LED Touch Panel | 11 Wash Programs | Delay Start | Child Lock | Energy Efficient,74990,"Key Features 8KG washing capacity BLDC Inverter Motor 1200 RPM spin speed 11 wash programs Built-in heater LED display Touch controls Child Lock Fully automatic operation Front load design Free installation 1 Year Full Brand Warranty 10 Years Motor Warranty Himstar HW-80FAW82ITK/NJ 8KG Front Load Fully Automatic Washing Machine The Himstar HW-80FAW82ITK/NJ is an 8KG fully automatic front load washing machine designed for convenient and efficient everyday laundry. It features a BLDC Inverter Motor for powerful and energy-efficient performance along with a 1200 RPM spin speed for effective water extraction and faster drying. With 11 wash programs , the washing machine provides suitable options for different types of fabrics and everyday laundry requirements. The built-in heater supports warm-water washing, while the LED display with touch controls makes operation simple and convenient. For family safety, the machine includes a Child Lock feature to help prevent accidental operation. Its front-load design provides a modern appearance and practical washing experience. ​ Daraz Attribute Details Brand Himstar Model HW-80FAW82ITK/NJ Product Type Front Load Washing Machine Washing Capacity","Brand: Himstar; SKU: 128231452_NP-2194483198; Washing features: Large Capacity,Cotton,Spin dry,Steam washing,Quiet Operation,Quick Wash,Ultra White,Extra rinse cycle,Built-in Sink,Closet Depth; Washing Capacity (kg): 8; Drum Type: Diamond; Type of Washing Machine: Front Load; Maximum Spin Speed (RPM): 1200; Top Type: Front Load; Model Name/Number: HW-80FAW82ITK/NJ; Washing Mode: Spin; Warranty Policy EN: 1 year full and 10 Years Warranty on Motor","Brand: Himstar | SKU: 128231452_NP-2194483198 | Washing features: Large Capacity,Cotton,Spin dry,Steam washing,Quiet Operation,Quick Wash,Ultra White,Extra rinse cycle,Built-in Sink,Closet Depth | Washing Capacity (kg): 8 | Drum Type: Diamond | Type of Washing Machine: Front Load | Maximum Spin Speed (RPM): 1200 | Top Type: Front Load | Model Name/Number: HW-80FAW82ITK/NJ | Washing Mode: Spin | Warranty Policy EN: 1 year full and 10 Years Warranty on Motor",https://static-01.daraz.com.np/p/ade8b28064cc4f80b1cc5c8a168be162.png,photos\Himstar\HW-80FAW82ITK-NJ.png,10 Years Brand Warranty,daraz_scrape,9779765985999
Himstar,Water Dispenser,Floor Standing Dispenser with Refrigerator,"Hot, Cold & Cabinet Fridge",HW-HCN95LSG/LE,Himstar 3-in-1 Water Dispenser with Mini Refrigerator,14790,Himstar premium floor standing water dispenser with built-in mini refrigerator compartment at bottom.,"Type: Floor Standing 3-in-1 | Hot, Cold & Normal | Built-in 20L Mini Fridge Compartment | High Efficiency Compressor","Type: Floor Standing 3-in-1 | Hot, Cold & Normal | Built-in 20L Mini Fridge Compartment | High Efficiency Compressor",https://himstar.com.np/wp-content/uploads/2023/10/HW-HCN95LSG.jpg,,1 Year Warranty,local_price_list,9779765985999
Himstar,Water Dispenser,Floor Standing Dispenser,Hot & Cold,HW-HN22LSG/LE,Himstar Floor Standing Hot & Cold Water Dispenser,9590,Himstar floor standing water dispenser with efficient compressor cooling and storage cabinet.,Type: Floor Standing | Hot & Cold Taps | Compressor Cooling | Storage Cabinet at Bottom | Low Noise,Type: Floor Standing | Hot & Cold Taps | Compressor Cooling | Storage Cabinet at Bottom | Low Noise,https://himstar.com.np/wp-content/uploads/2023/10/HW-HN22LSG.jpg,,1 Year Warranty,local_price_list,9779765985999
Himstar,Water Dispenser,Tabletop Water Dispenser,Hot & Normal,HW-HN19TTG/LE,Himstar Tabletop Hot & Normal Water Dispenser,5190,Himstar compact tabletop water dispenser with dual taps for hot and room temperature water.,Type: Tabletop | Hot & Normal Water Taps | Fast Heating | Food Grade Stainless Steel Tank | Child Safety Lock,Type: Tabletop | Hot & Normal Water Taps | Fast Heating | Food Grade Stainless Steel Tank | Child Safety Lock,https://himstar.com.np/wp-content/uploads/2023/10/HW-HN19TTG.jpg,,1 Year Warranty,local_price_list,9779765985999
Hitachi,Air Conditioner,air conditioner,1.5 Ton / 18000 BTU,HF-18BT627CH,HITACHI 1.5 Ton Wall Mount Split Air Conditioner,87719,"The Hitachi Fujian AC 1.5 Ton HF-18BT627CH is a non-inverter split air conditioner designed to provide efficient cooling for medium to large rooms, typically up to 180 sq. ft. This model likely features 100% inner-grooved copper condenser coils and piping, which are known for their excellent heat transfer properties and durability, ensuring faster cooling and a long operational life. While specific features of this exact model are limited, similar Hitachi units often include convenient functionalities such as Turbo Mode for rapid cooling, Auto Restart that restores settings after a power outage, and a Superfine Mesh Filter to capture micro dust particles for cleaner air. The split system design ensures quiet operation indoors as the compressor unit is housed outside. Highlights: Durable Build: Features 100% inner-grooved copper tubes and fins for enhanced heat exchange, efficiency, and long life. | | | | | | Rapid Cooling: Equipped with a Turbo Mode (or similar fast-cooling technology) and Super Slit fins that provide a larger heat exchange area to cool the room faster. | | | | | | User-Friendly Features: Includes a clear LED display and a remote control for easy operation, as well",Brand: Hitachi; SKU: 1511745751_NP-12293291462; Connecting Wire: Yes; air_conditioner_rated_capacity: 1.5 Ton / 18000 BTU; type_air_conditioner: Not Specified; Kit Included: Not Specified; Inverter: No; Room Size: 90-150 sq meters; Power Consumption: 1500; Model: HF-18BT627CH,Brand: Hitachi | SKU: 1511745751_NP-12293291462 | Connecting Wire: Yes | air_conditioner_rated_capacity: 1.5 Ton / 18000 BTU | type_air_conditioner: Not Specified | Kit Included: Not Specified | Inverter: No | Room Size: 90-150 sq meters | Power Consumption: 1500 | Model: HF-18BT627CH,https://static-01.daraz.com.np/p/d1baaa2c5e7270ab1b508fdbe6c4b639.jpg,photos\Hitachi\HF-18BT627CH.jpg,5 Years Brand Warranty,daraz_scrape,9779765985999
Hitachi,Air Conditioner,air conditioner,1.5 Ton / 18000 BTU,RSRG517HEXA,Hitachi 1.5 Ton  Inverter Air Conditioner,128105,"The Hitachi RSRG517HEXA 1.5 Ton Air Conditioner is designed to deliver powerful cooling performance while ensuring energy efficiency and comfort. Built with advanced inverter technology, it automatically adjusts the compressor speed to maintain consistent cooling and reduce power consumption. With a 1.5-ton capacity, it is ideal for medium-sized rooms, providing quick and uniform cooling even during extreme summer heat. The unit features a modern and sleek design that blends seamlessly with any interior décor. Equipped with eco-friendly refrigerant, it minimizes environmental impact while offering reliable performance. Additional features such as advanced filters ensure cleaner and healthier air by reducing dust, allergens, and bacteria. Known for its durability and low-noise operation, this model stands out as a reliable choice for homes and offices. The Hitachi RSRG517HEXA is a perfect balance of style, performance, and efficiency, making it a smart investment for those seeking long-lasting comfort and energy savings. Highlights: Capacity: | | 1.5 Ton – suitable for medium-sized rooms | | | | | | Energy Efficiency: | | 5 Star rating for lower electricity consumption | | | | | | C",Brand: Hitachi; SKU: 473597648_NP-2099648468; Connecting Wire: Not Specified; air_conditioner_rated_capacity: 1.5 Ton / 18000 BTU; type_air_conditioner: Not Specified; Kit Included: Not Specified; Inverter: Yes; Room Size: 150-250 sq meters; Power Consumption: 1085; Model: RSRG517HEXA,Brand: Hitachi | SKU: 473597648_NP-2099648468 | Connecting Wire: Not Specified | air_conditioner_rated_capacity: 1.5 Ton / 18000 BTU | type_air_conditioner: Not Specified | Kit Included: Not Specified | Inverter: Yes | Room Size: 150-250 sq meters | Power Consumption: 1085 | Model: RSRG517HEXA,https://static-01.daraz.com.np/p/9ad2ede3b39411553ef00be006b5c3fc.jpg,photos\Hitachi\RSRG517HEXA.jpg,10 Years Brand Warranty,daraz_scrape,9779765985999
Hitachi,Air Conditioner,Inverter Split AC (Hot & Cold),1.5 Ton,RAS-X18CAT,Hitachi 1.5 Ton Kashikoi Inverter Split AC (FrostWash),149990,Hitachi 1.5 Ton Kashikoi Inverter AC featuring FrostWash automatic coil cleaning technology and 100% Inner Grooved Copper.,"Capacity: 1.5 Ton (18,000 BTU) | Tropical Inverter Hot & Cold | FrostWash Auto Coil Clean | 100% Inner Grooved Copper | Expandable Inverter","Capacity: 1.5 Ton (18,000 BTU) | Tropical Inverter Hot & Cold | FrostWash Auto Coil Clean | 100% Inner Grooved Copper | Expandable Inverter",https://static-01.daraz.com.np/p/hitachi-15-ton-kashikoi-inverter-ac.jpg,,1 Year Comprehensive + 5 Years on Inverter PCB + 10 Years on Compressor,daraz_market,9779765985999
Hitachi,Air Conditioner,air conditioner,2 Ton / 24000 BTU,RMRG422HFXO,Hitachi 2.0 Ton Inverter Split Air Conditioner - KIYORA-RMRG422HFXO,156863,"The Hitachi RMRG422HFXO 2 Ton Air Conditioner is a powerful and reliable cooling solution designed to deliver comfort in larger rooms and office spaces. With its advanced inverter technology, it ensures efficient cooling while reducing energy consumption, making it both eco-friendly and cost-effective. The unit is equipped with modern features such as fast cooling, uniform air distribution, and intelligent controls that provide a convenient user experience. Built with Hitachi’s trusted durability and sleek design, this air conditioner not only enhances room aesthetics but also guarantees long-lasting performance. Ideal for hot and humid climates, the RMRG422HFXO ensures a cool and refreshing environment even during peak summer. Highlights: Key Features &amp; Benefits | | | | | | Inverter Technology | | | | | | Adjusts the compressor speed based on cooling demand, resulting in energy-efficient operation. | | | | | | | | Hot &amp; Cold Mode | | | | | | Equipped with both cooling and heating functions—perfect for year-round comfort. | | | | | | Expandable Technology | | | | | | Designed for consistent performance, even under extreme tropical temperatures (up to 52 °C), ensuring full c",Brand: Hitachi; SKU: 473595954_NP-2099721991; Connecting Wire: Not Specified; air_conditioner_rated_capacity: 2 Ton / 24000 BTU; type_air_conditioner: Not Specified; Kit Included: Not Specified; Inverter: Yes; Room Size: 150-250 sq meters; Power Consumption: 1101.16; Model: RMRG422HFXO,Brand: Hitachi | SKU: 473595954_NP-2099721991 | Connecting Wire: Not Specified | air_conditioner_rated_capacity: 2 Ton / 24000 BTU | type_air_conditioner: Not Specified | Kit Included: Not Specified | Inverter: Yes | Room Size: 150-250 sq meters | Power Consumption: 1101.16 | Model: RMRG422HFXO,https://static-01.daraz.com.np/p/9ad2ede3b39411553ef00be006b5c3fc.jpg,photos\Hitachi\RMRG422HFXO.jpg,10 Years Brand Warranty,daraz_scrape,9779765985999
Hitachi,Air Conditioner,air conditioner,1 Ton / 12000 BTU,RSPG512HEXA,Hitachi Kiyora 1.0 Ton Inverter Split Air Conditioner RSPG512HEXA,98039,"The Hitachi RSPG512HEXA 1.0 Ton Air Conditioner is a premium cooling solution designed to deliver comfort, efficiency, and reliability. With its compact 1-ton capacity, it is an ideal choice for small to medium-sized rooms, offering powerful cooling while consuming less energy. Equipped with advanced inverter technology, the AC automatically adjusts its compressor speed to maintain consistent cooling and reduce electricity consumption. Hitachi has also integrated features like high-quality filters for cleaner air, eco-friendly refrigerant for environmental safety, and user-friendly controls to ensure a convenient experience. Built with durability and performance in mind, the RSPG512HEXA combines modern design with cutting-edge technology, making it a dependable option for year-round comfort. Highlights: Brand: Hitachi | | | | | | Type: 1 Ton Split AC | | | | | | Rated Capacity: 12000 BTU | | | | | | Inverter Technology: Yes | | | | | | Coverage Area: 130 sq. ft | | | | | | Installation Type: Wall Mount | | | | | | Types of sensors: Penta sensors | | | | | | Heating and cooling function | | | | | | 100% inner grooved copper tube | | | | | | SuperSlit Fins | | | | | | Tropical design",Brand: Hitachi; SKU: 473451828_NP-2099171146; Connecting Wire: Not Specified; air_conditioner_rated_capacity: 1 Ton / 12000 BTU; type_air_conditioner: Window Air Conditioner; Kit Included: Not Specified; Inverter: Yes; Room Size: 90-150 sq meters; Power Consumption: 935; Model: RSPG512HEXA,Brand: Hitachi | SKU: 473451828_NP-2099171146 | Connecting Wire: Not Specified | air_conditioner_rated_capacity: 1 Ton / 12000 BTU | type_air_conditioner: Window Air Conditioner | Kit Included: Not Specified | Inverter: Yes | Room Size: 90-150 sq meters | Power Consumption: 935 | Model: RSPG512HEXA,https://static-01.daraz.com.np/p/60f9666d4e09ef3e5113248d2e2cb7f8.jpg,photos\Hitachi\RSPG512HEXA.jpg,10 Years Brand Warranty,daraz_scrape,9779765985999
Hitachi,Refrigerator,refrigerator,455,HR4N7522DSXSG,HITACHI REFRIGERATOR HR4N7522DSXSG 455L,159477,"The Hitachi Refrigerator HR4N7522DSXSG is a premium, modern refrigerator designed to combine style, performance, and convenience for today’s households. With its elegant stainless steel finish and sleek design, it adds a sophisticated touch to any kitchen. This model offers a large storage capacity, making it ideal for medium to large families. It features advanced technologies such as the Inverter Compressor, which ensures energy efficiency and quiet operation, and the Dual Fan Cooling system that maintains optimal cooling in both the refrigerator and freezer compartments. The refrigerator also includes a touch control panel, tempered glass shelves, and LED lighting for better visibility. Additionally, it is equipped with features like a quick-freeze function, eco-friendly refrigerant, and a spacious vegetable compartment that keeps food fresh for a longer time. Overall, the Hitachi HR4N7522DSXSG refrigerator is a perfect blend of innovation, durability, and elegant design, providing a comfortable and efficient cooling experience. Highlights: Key&nbsp;Specifications | | | | Spec&nbsp;Detail&nbsp;Model&nbsp;Name:&nbsp;HR4N7522DSXSG&nbsp; | | | | Type&nbsp;/&nbsp;Style:&nbsp;4-door&",Brand: Hitachi; SKU: 495563297_NP-2218486469; Refrigerator Type: Side-by-Side; Net Depth (mm): 735; Net Height (mm): 1800; Refrigerator Capacity (L): 455; Net Width (mm): 795; Number of doors: 4 or more; Model: HR4N7522DSXSG,Brand: Hitachi | SKU: 495563297_NP-2218486469 | Refrigerator Type: Side-by-Side | Net Depth (mm): 735 | Net Height (mm): 1800 | Refrigerator Capacity (L): 455 | Net Width (mm): 795 | Number of doors: 4 or more | Model: HR4N7522DSXSG,https://static-01.daraz.com.np/p/644b3d64d2f5d116656afa9cb2149c34.png,photos\Hitachi\HR4N7522DSXSG.png,1 Year Brand Warranty,daraz_scrape,9779765985999
Hitachi,Refrigerator,Double Door Inverter Refrigerator,366 L,R-VG400PND8,Hitachi 366L Stylish Glass Double Door Refrigerator (Glass Black),115000,"Hitachi 366L Frost Free Double Door Refrigerator with Tempered Glass Door, Inverter Dual Fan Cooling, and Selectable Zone.",Capacity: 366L | Double Door Frost Free | Dual Fan Inverter | Selectable Fresh Zone | Tempered Glass Doors | Movable Twist Ice Tray,Capacity: 366L | Double Door Frost Free | Dual Fan Inverter | Selectable Fresh Zone | Tempered Glass Doors | Movable Twist Ice Tray,https://static-01.daraz.com.np/p/hitachi-366l-glass-double-door-fridge.jpg,,1 Year Comprehensive + 10 Years on Compressor,daraz_market,9779765985999
Hitachi,Refrigerator,French Bottom Freezer Refrigerator,540 L,R-WB640VND0,Hitachi 540L 4-Door French Bottom Freezer Refrigerator (Glass Black),299990,"Hitachi Premium 540L 4-Door Refrigerator made in Thailand with Vacuum Compartment, Inverter x Dual Fan Cooling, and Touch Screen Controller.",Capacity: 540L | 4-Door French Bottom Freezer | Vacuum Compartment Preservation | Inverter x Dual Fan Cooling | VIP Insulation | Glass Black Finish,Capacity: 540L | 4-Door French Bottom Freezer | Vacuum Compartment Preservation | Inverter x Dual Fan Cooling | VIP Insulation | Glass Black Finish,https://static-01.daraz.com.np/p/hitachi-540l-french-door-fridge.jpg,,1 Year Comprehensive + 10 Years on Inverter Compressor,daraz_market,9779765985999
Hitachi,Refrigerator,Side by Side Refrigerator,595 L,R-SX800GND0,Hitachi 595L Side-by-Side Inverter Refrigerator (Mirror Glass),275000,"Hitachi 595L Luxury Side by Side Refrigerator with Mirror Glass doors, auto ice maker, and Triple Power Filter.",Capacity: 595L | Side-by-Side | Inverter Dual Fan | Mirror Finish Glass Door | Auto Ice & Water Dispenser | Triple Odor Filter,Capacity: 595L | Side-by-Side | Inverter Dual Fan | Mirror Finish Glass Door | Auto Ice & Water Dispenser | Triple Odor Filter,https://static-01.daraz.com.np/p/hitachi-595l-sbs-mirror-fridge.jpg,,1 Year Comprehensive + 10 Years on Compressor,daraz_market,9779765985999
Hitachi,Refrigerator,refrigerator,525,HRSN9552DDXSG,Hitachi HRSN9552DDXSG Refrigerator Side by Side Refrigerator (525L),165359,"Feature Details Model Hitachi HRSN9552DDXSG Type Side-by-Side Refrigerator Total Capacity 525 Litres (Fridge: 333 L, Freezer: 192 L) Color Dark Inox Cooling System No-Frost, Dual Fan Cooling Compressor Type Inverter Compressor (10-Year Warranty) Air Flow System Surround Air Cooling Key Technologies Dual Sensing Control, Quick Freezing, Eco Thermo Sensor Control Panel Glass Touch Control Panel (Mirror-finish) Interior Features LED Lighting (Both Compartments), Tempered Glass Shelves, Modular Ice Tray Humidity Control Vegetable Compartment with Moisture Control Door Alarm Yes (Open Door Alert) Energy Efficiency Grade 1 Energy Label (High Efficiency) Dimensions (W×H×D) 912 × 1762 × 642 mm Net Weight Approx. 82 kg Warranty 1 Year Full Warranty + 10 Years on Compressor Highlights: Cooling &amp; Temperature Control | | | | | | Surround Air Cooling + No‑Frost System ensures gentle, uniform airflow from side panels, preventing ice buildup and preserving food quality | | | | | | Dual Sensing Control uses separate Eco Thermo-Sensors in the freezer and fridge compartments to maintain optimal, independent temperatures. | | | | | | | | | | Efficiency &amp; Freezing Features | | | | | | Efficien",Brand: Hitachi; SKU: 452688928_NP-1988854219; Refrigerator Type: Side-by-Side; Net Depth (mm): 642; Net Height (mm): 1762; Refrigerator Capacity (L): 525; Net Width (mm): 912; Warranty Duration: 1 Year Full Parts Warranty and 10 Years Compressor Warranty; Number of doors: 2; Model: HRSN9552DDXSG,Brand: Hitachi | SKU: 452688928_NP-1988854219 | Refrigerator Type: Side-by-Side | Net Depth (mm): 642 | Net Height (mm): 1762 | Refrigerator Capacity (L): 525 | Net Width (mm): 912 | Warranty Duration: 1 Year Full Parts Warranty and 10 Years Compressor Warranty | Number of doors: 2 | Model: HRSN9552DDXSG,https://static-01.daraz.com.np/p/ac2872970a31a1ecddb0397e7b39f6da.jpg,photos\Hitachi\HRSN9552DDXSG.jpg,1 Year Brand Warranty,daraz_scrape,9779765985999
Hitachi,Refrigerator,refrigerator,275,HRTN5275MFPSVKH,Hitachi HRTN5275MFPSVKH  Double Door Inverter Refrigerator (275L),78431,"Specs at a Glance Feature Specification Total Capacity 256 L (200 L fridge + 56 L freezer) Dimensions 560 × 1,680 × 635 mm Weight ~48 kg (net) Warranty 5 years standard, 10 years on inverter compressor Highlights: Performance&nbsp;&amp;&nbsp;Efficiency | | | | | | Grade 1&nbsp;Energy&nbsp;Label&nbsp;&amp;&nbsp;Inverter&nbsp;Compressor:&nbsp;Delivers&nbsp;powerful&nbsp;yet&nbsp;quiet&nbsp;and&nbsp;energy-saving&nbsp;operation | | | | | | Surround&nbsp;Air&nbsp;Cooling&nbsp;+&nbsp;No‑Frost&nbsp;System:&nbsp;Promotes&nbsp;uniform,&nbsp;gentle&nbsp;airflow&nbsp;throughout&nbsp;to&nbsp;prevent&nbsp;uneven&nbsp;cooling&nbsp;and&nbsp;ice&nbsp;build‑up | | | | | | Surround&nbsp;Air&nbsp;Cooling&nbsp;+&nbsp;No‑Frost&nbsp;System:&nbsp;Promotes&nbsp;uniform,&nbsp;gentle&nbsp;airflow&nbsp;throughout&nbsp;to&nbsp;prevent&nbsp;uneven&nbsp;cooling&nbsp;and&nbsp;ice&nbsp;build‑up | | | | | | Flexible&nbsp;Fresh‑Select&nbsp;Drawer:&nbsp;Adjustable&nbsp;placement&nbsp;&amp;&nbsp;dual-mode&nbsp;(Meat/Dairy&nbsp;~1 °C&nbsp;or&nbsp;Vegetable&nbsp;~5 °C)&nbsp;for&nbsp;optimal&nbsp;preservation | | | | | | Double‑Deck&nbsp;Vegetable&nbsp;Drawers:&nbsp;Additional&nbsp;layout&nbsp;for&nbsp;extra&nbsp;produ",Brand: Hitachi; SKU: 452673630_NP-1988607980; Refrigerator Type: Top Mount Freezer; Net Depth (mm): 635; Net Height (mm): 1680; Refrigerator Capacity (L): 275; Net Width (mm): 560; Warranty Duration: 1 years Full Services Warranty & 10 Years Warranty on Compressor; Number of doors: 2; Model: HRTN5275MFPSVKH,Brand: Hitachi | SKU: 452673630_NP-1988607980 | Refrigerator Type: Top Mount Freezer | Net Depth (mm): 635 | Net Height (mm): 1680 | Refrigerator Capacity (L): 275 | Net Width (mm): 560 | Warranty Duration: 1 years Full Services Warranty & 10 Years Warranty on Compressor | Number of doors: 2 | Model: HRTN5275MFPSVKH,https://static-01.daraz.com.np/p/c059b612fd115fabed347539113cd934.jpg,photos\Hitachi\HRTN5275MFPSVKH.jpg,1 Year Brand Warranty,daraz_scrape,9779765985999
Hitachi,Refrigerator,refrigerator,180,HF-180GLC,Single Door Refrigerator 180L HF-180GLC,34102,"The KEC HF-180GLC 180L Single Door Refrigerator is a compact and elegant cooling solution designed for efficient food storage, featuring a stylish tempered glass door design and a large outside handle for easy access. It provides a generous 180-liter capacity, and its interior is built with durable tempered glass shelves, a dedicated jumbo freezer compartment, LED lighting, and an egg pocket for organized storage. The appliance operates using a semi-auto defrost system and features an elegant overall design, blending functionality with modern aesthetics Highlights: The highlights of the&nbsp;KEC HF-180GLC 180L Single Door Refrigerator&nbsp;focus on its practical features, including the robust build and convenient storage solutions.&nbsp; | | | | | | Jumbo Freezer:&nbsp;Provides a large compartment for frozen items. | | | | | | Tempered Glass Shelves:&nbsp;Durable and easy-to-clean shelves that can hold significant weight. | | | | | | Outside Big Handle:&nbsp;A stylish and large exterior handle for ergonomic access. | | | | | | Semi-Auto Defrost:&nbsp;Offers a convenient defrosting mechanism, reducing manual effort. | | | | | | LED Light:&nbsp;Bright interior lighting for better vis",Brand: Hitachi; SKU: 509051360_NP-2275829220; Refrigerator Type: Single Door; Net Depth (mm): 550; Net Height (mm): 1140; Refrigerator Capacity (L): 180; Net Width (mm): 540; Number of doors: 1; Model: HF-180GLC,Brand: Hitachi | SKU: 509051360_NP-2275829220 | Refrigerator Type: Single Door | Net Depth (mm): 550 | Net Height (mm): 1140 | Refrigerator Capacity (L): 180 | Net Width (mm): 540 | Number of doors: 1 | Model: HF-180GLC,https://static-01.daraz.com.np/p/889f8081a71e19eb20ac5afee1b8080a.jpg,photos\Hitachi\HF-180GLC.jpg,5 Years Brand Warranty,daraz_scrape,9779765985999
