brand,category,type,capacity,model_code,product_name,mrp_npr,photo_path,photo_url,image_url,warranty,source,whatsapp
Himstar,Small Home Appliance,Electric Pressure Cooker,6 Litre,HK-6K2EPI/ZA,Himstar 6L Digital Electric Pressure Cooker (Silver),8500,,,,1 Year Comprehensive Warranty,local_price_list,9779851045662
Himstar,Small Home Appliance,Electric Pressure Cooker,8 Litre,HK-8K2EPI/ZA,Himstar 8L Jumbo Electric Pressure Cooker,9900,,,,1 Year Comprehensive Warranty,local_price_list,9779851045662
Himstar,Small Home Appliance,Food Processor,All-in-one,HK-1001FPD/EE,Himstar All-in-One Food Processor HK-1001FPD,12990,,,,1 Year Warranty,local_price_list,9779851045662
Himstar,Small Home Appliance,Heavy Dry Iron,1000W,HI-10HAP1J/EK,Himstar Heavy Weight Deluxe Iron,1990,,,,1 Year Warranty,local_price_list,9779851045662
Himstar,Small Home Appliance,Mixer Grinder,3 Jars,HG-75ERMJJ/AI (JUMBO),Himstar Jumbo 750W Heavy Duty Mixer Grinder,5990,,,,1 Year on Product + 2 Years on Motor,local_price_list,9779851045662
Himstar,Small Home Appliance,Mixer Grinder,3 Jars,HG-65LEMTJ/AI (TURBO),Himstar Turbo 650W Mixer Grinder (3 Jars),4490,,,,1 Year Warranty,local_price_list,9779851045662
Himstar,Small Home Appliance,Mixer Grinder,3 Jars,HG-50MAMUJ/AI (ULTRA),Himstar Ultra 500W Mixer Grinder (3 Jars),3690,,,,1 Year Warranty,local_price_list,9779851045662
Himstar,Television,television,,HT-32SFE0NI/VI,Himstar 32 inch smart tv HT-32SFE0NI/VI,33990,photos\Himstar\HT-32SFE0NI-VI.webp,https://joinelectroniccenter.com/photos/Himstar/HT-32SFE0NI-VI.webp,https://static-01.daraz.com.np/p/17c320b948d9ae5d59b401df794cf8d8.jpg,"If your product does not come with any warranty, then you can still benefit from our return policy. Please read the return policy conditions here .",daraz_scrape,9779851045662
Himstar,Television,HD Smart TV,32 Inch,HT-32HT2SDJ/KY,"Himstar 32"" Smart Google TV Frameless",23990,,,,1 Year Comprehensive + 2 Years on Panel,local_price_list,9779851045662
Himstar,Television,television,,43FKDZSDF/KK,Himstar 43 inch HD Smart Television - HT-43FKDZSDF/KK,58990,photos\Himstar\131999111-NP-1114804210.webp,https://joinelectroniccenter.com/photos/Himstar/131999111-NP-1114804210.webp,https://static-01.daraz.com.np/p/1f2c7c9fa55b7e50b0a4ffa9626badee.png,10 Years Brand Warranty,daraz_scrape,9779851045662
Himstar,Television,4K UHD Smart TV,43 Inch,HT-43UT2SDJ/KY,"Himstar 43"" 4K UHD Google Smart TV",54990,,,,1 Year Comprehensive + 2 Years on Panel,local_price_list,9779851045662
Himstar,Television,television,,HT-55QT2SDJ,Himstar 55 Inch QLED Smart Television HT-55QT2SDJ | 4K Ultra HD Display | Smart Whale OS | Powerful Quad-Core Processor | Energy Saving Design | Free Installation Service | 3 Years Warranty,85600,photos\Himstar\HT-55QT2SDJ.webp,https://joinelectroniccenter.com/photos/Himstar/HT-55QT2SDJ.webp,https://static-01.daraz.com.np/p/990fe86d12b4e5e31f5247efc0b9fbbc.png,3 Years Brand Warranty,daraz_scrape,9779851045662
Himstar,Television,4K UHD Smart TV,55 Inch,HT-55U4KSBK/EK,"Himstar 55"" 4K UHD Smart Google TV",89990,,,,1 Year Comprehensive + 2 Years on Panel,local_price_list,9779851045662
Himstar,Television,QLED 4K Smart TV,55 Inch,HT-55QT2SDJ/KY,"Himstar 55"" QLED 4K Google Smart TV",92990,,,,1 Year Comprehensive + 2 Years on Panel,local_price_list,9779851045662
Himstar,Television,Mini LED 4K Smart TV,65 Inch,HT-65MT2SDJ/KY,"Himstar 65"" Mini LED 4K Google Smart TV",164990,,,,1 Year Comprehensive + 2 Years on Panel,local_price_list,9779851045662
Himstar,Television,QLED 4K Smart TV,65 Inch,HT-65QT2SDJ/KY,"Himstar 65"" QLED 4K Google Smart TV",122990,,,,1 Year Comprehensive + 2 Years on Panel,local_price_list,9779851045662
Himstar,Washing Machine,washing machine,7,HW-75FXQUTI/GZ,HImstar 7kg Washing Machine -HW-75FXQUTI/GZ,49290,photos\Himstar\HW-75FXQUTI-GZ.webp,https://joinelectroniccenter.com/photos/Himstar/HW-75FXQUTI-GZ.webp,https://np-live-21.slatic.net/kf/Sa0c9817322134fe6a5b0d3a1ffe50a6f0.jpg,5 Years Brand Warranty,daraz_scrape,9779851045662
Himstar,Washing Machine,washing machine,10,10FBWA2DTK/NJ,Himstar 10 kg washing machine Direct Drive inverter dd motor 10FBWA2DTK/NJ,99999,photos\Himstar\10FBWA2DTK-NJ.webp,https://joinelectroniccenter.com/photos/Himstar/10FBWA2DTK-NJ.webp,https://static-01.daraz.com.np/p/76e37e7e8ecd4acabf64881954e8cac2.jpg,10 Years Brand Warranty,daraz_scrape,9779851045662
Himstar,Washing Machine,washing machine,8,HWFAW82ITK/NJ,"Himstar 8 kg fully Automatic Front Load  Washing Machine - HWFAW82ITK/NJ ENERGY SAVING , STEAM WASH ,STORM WASH ( latest model 2026)",81999,photos\Himstar\HWFAW82ITK-NJ.webp,https://joinelectroniccenter.com/photos/Himstar/HWFAW82ITK-NJ.webp,https://static-01.daraz.com.np/p/4185cf69ffbd4057a85f74ebfbe952f9.png,10 Years Brand Warranty,daraz_scrape,9779851045662
Himstar,Washing Machine,washing machine,8,HW-80FAW82ITK/NJ,Himstar 8KG Inverter Motor Front Load Fully Automatic Washing Machine | HW-80FAW82ITK/NJ | 1200RPM Fast Spin Dry | LED Touch Panel | 11 Wash Programs | Delay Start | Child Lock | Energy Efficient,74990,photos\Himstar\HW-80FAW82ITK-NJ.webp,https://joinelectroniccenter.com/photos/Himstar/HW-80FAW82ITK-NJ.webp,https://static-01.daraz.com.np/p/ade8b28064cc4f80b1cc5c8a168be162.png,10 Years Brand Warranty,daraz_scrape,9779851045662
Himstar,Water Dispenser,Floor Standing Dispenser with Refrigerator,"Hot, Cold & Cabinet Fridge",HW-HCN95LSG/LE,Himstar 3-in-1 Water Dispenser with Mini Refrigerator,14790,,,,1 Year Warranty,local_price_list,9779851045662
Himstar,Water Dispenser,Floor Standing Dispenser,Hot & Cold,HW-HN22LSG/LE,Himstar Floor Standing Hot & Cold Water Dispenser,9590,,,,1 Year Warranty,local_price_list,9779851045662
Himstar,Water Dispenser,Tabletop Water Dispenser,Hot & Normal,HW-HN19TTG/LE,Himstar Tabletop Hot & Normal Water Dispenser,5190,,,,1 Year Warranty,local_price_list,9779851045662
Hitachi,Air Conditioner,air conditioner,1.5 Ton / 18000 BTU,HF-18BT627CH,HITACHI 1.5 Ton Wall Mount Split Air Conditioner,87719,photos\Hitachi\HF-18BT627CH.webp,https://joinelectroniccenter.com/photos/Hitachi/HF-18BT627CH.webp,https://static-01.daraz.com.np/p/d1baaa2c5e7270ab1b508fdbe6c4b639.jpg,5 Years Brand Warranty,daraz_scrape,9779851045662
Hitachi,Air Conditioner,air conditioner,1.5 Ton / 18000 BTU,RSRG517HEXA,Hitachi 1.5 Ton  Inverter Air Conditioner,128105,photos\Hitachi\RSRG517HEXA.webp,https://joinelectroniccenter.com/photos/Hitachi/RSRG517HEXA.webp,https://static-01.daraz.com.np/p/9ad2ede3b39411553ef00be006b5c3fc.jpg,10 Years Brand Warranty,daraz_scrape,9779851045662
Hitachi,Air Conditioner,Inverter Split AC (Hot & Cold),1.5 Ton,RAS-X18CAT,Hitachi 1.5 Ton Kashikoi Inverter Split AC (FrostWash),149990,photos\Hitachi\RAS-X18CAT.webp,https://joinelectroniccenter.com/photos/Hitachi/RAS-X18CAT.webp,,1 Year Comprehensive + 5 Years on Inverter PCB + 10 Years on Compressor,daraz_market,9779851045662
Hitachi,Air Conditioner,air conditioner,2 Ton / 24000 BTU,RMRG422HFXO,Hitachi 2.0 Ton Inverter Split Air Conditioner - KIYORA-RMRG422HFXO,156863,photos\Hitachi\RMRG422HFXO.webp,https://joinelectroniccenter.com/photos/Hitachi/RMRG422HFXO.webp,https://static-01.daraz.com.np/p/9ad2ede3b39411553ef00be006b5c3fc.jpg,10 Years Brand Warranty,daraz_scrape,9779851045662
Hitachi,Air Conditioner,air conditioner,1 Ton / 12000 BTU,RSPG512HEXA,Hitachi Kiyora 1.0 Ton Inverter Split Air Conditioner RSPG512HEXA,98039,photos\Hitachi\RSPG512HEXA.webp,https://joinelectroniccenter.com/photos/Hitachi/RSPG512HEXA.webp,https://static-01.daraz.com.np/p/60f9666d4e09ef3e5113248d2e2cb7f8.jpg,10 Years Brand Warranty,daraz_scrape,9779851045662
Hitachi,Refrigerator,refrigerator,455,HR4N7522DSXSG,HITACHI REFRIGERATOR HR4N7522DSXSG 455L,159477,photos\Hitachi\HR4N7522DSXSG.webp,https://joinelectroniccenter.com/photos/Hitachi/HR4N7522DSXSG.webp,https://static-01.daraz.com.np/p/644b3d64d2f5d116656afa9cb2149c34.png,1 Year Brand Warranty,daraz_scrape,9779851045662
Hitachi,Refrigerator,Double Door Inverter Refrigerator,366 L,R-VG400PND8,Hitachi 366L Stylish Glass Double Door Refrigerator (Glass Black),115000,photos\Hitachi\R-VG400PND8.webp,https://joinelectroniccenter.com/photos/Hitachi/R-VG400PND8.webp,,1 Year Comprehensive + 10 Years on Compressor,daraz_market,9779851045662
Hitachi,Refrigerator,French Bottom Freezer Refrigerator,540 L,R-WB640VND0,Hitachi 540L 4-Door French Bottom Freezer Refrigerator (Glass Black),299990,photos\Hitachi\R-WB640VND0.webp,https://joinelectroniccenter.com/photos/Hitachi/R-WB640VND0.webp,,1 Year Comprehensive + 10 Years on Inverter Compressor,daraz_market,9779851045662
Hitachi,Refrigerator,Side by Side Refrigerator,595 L,R-SX800GND0,Hitachi 595L Side-by-Side Inverter Refrigerator (Mirror Glass),275000,photos\Hitachi\R-SX800GND0.webp,https://joinelectroniccenter.com/photos/Hitachi/R-SX800GND0.webp,,1 Year Comprehensive + 10 Years on Compressor,daraz_market,9779851045662
Hitachi,Refrigerator,refrigerator,525,HRSN9552DDXSG,Hitachi HRSN9552DDXSG Refrigerator Side by Side Refrigerator (525L),165359,photos\Hitachi\HRSN9552DDXSG.webp,https://joinelectroniccenter.com/photos/Hitachi/HRSN9552DDXSG.webp,https://static-01.daraz.com.np/p/ac2872970a31a1ecddb0397e7b39f6da.jpg,1 Year Brand Warranty,daraz_scrape,9779851045662
Hitachi,Refrigerator,refrigerator,275,HRTN5275MFPSVKH,Hitachi HRTN5275MFPSVKH  Double Door Inverter Refrigerator (275L),78431,photos\Hitachi\HRTN5275MFPSVKH.webp,https://joinelectroniccenter.com/photos/Hitachi/HRTN5275MFPSVKH.webp,https://static-01.daraz.com.np/p/c059b612fd115fabed347539113cd934.jpg,1 Year Brand Warranty,daraz_scrape,9779851045662
Hitachi,Refrigerator,refrigerator,180,HF-180GLC,Single Door Refrigerator 180L HF-180GLC,34102,photos\Hitachi\HF-180GLC.webp,https://joinelectroniccenter.com/photos/Hitachi/HF-180GLC.webp,https://static-01.daraz.com.np/p/889f8081a71e19eb20ac5afee1b8080a.jpg,5 Years Brand Warranty,daraz_scrape,9779851045662
Hitachi,Refrigerator,refrigerator,190,HF-193CSBL,Single Door Refrigerator 190L HF-193CSBL,35734,photos\Hitachi\HF-193CSBL.webp,https://joinelectroniccenter.com/photos/Hitachi/HF-193CSBL.webp,https://static-01.daraz.com.np/p/1dd67468d67ad8e341c4fe4e2e3ffc94.jpg,10 Years Brand Warranty,daraz_scrape,9779851045662
Hitachi,Small Home Appliance,Heavy Duty Drum Vacuum Cleaner,21 Litre / 2100W,CV-950Y,Hitachi 2100W Heavy Duty Metal Body Drum Vacuum Cleaner,26500,photos\Hitachi\CV-950Y.webp,https://joinelectroniccenter.com/photos/Hitachi/CV-950Y.webp,,1 Year Comprehensive Warranty,daraz_market,9779851045662
Livpure,Air Cooler,air cooler,60 L,Multicool 60L,LIVPURE MULTICOOL 60 L MINI DESERT AIR COOLER,22800,photos\Livpure\Multicool-60L.webp,https://joinelectroniccenter.com/photos/Livpure/Multicool-60L.webp,https://static-01.daraz.com.np/p/3dafd4957ca54ae80b6e5940ea7275c3.png,1 Year Seller Warranty,daraz_scrape,9779851045662
Livpure,Air Cooler,air cooler,,Livpure-Livpure-Glitz-Pure-R,Livpure Glitz Pure RO+UF+ Mineraliser Water Purifier,32999,photos\Livpure\128922248-NP-1036852690.webp,https://joinelectroniccenter.com/photos/Livpure/128922248-NP-1036852690.webp,https://static-01.daraz.com.np/p/e254465b6d60978a7003d99ce68d0892.jpg,1 years Full Services Warranty,daraz_scrape,9779851045662
Livpure,Air Cooler,air cooler,65,LIVFREE 65L,Livpure LIVFREE Desert Air Cooler 65 L,23840,photos\Livpure\LIVFREE-65L.webp,https://joinelectroniccenter.com/photos/Livpure/LIVFREE-65L.webp,https://static-01.daraz.com.np/p/ba28fd1aa87b3e66b7e290de081ac703.png,1 Year Seller Warranty,daraz_scrape,9779851045662
Livpure,Air Cooler,air cooler,85,LIVFREE 85L,Livpure LIVFREE Desert Air Cooler 85 L,27575,photos\Livpure\LIVFREE-85L.webp,https://joinelectroniccenter.com/photos/Livpure/LIVFREE-85L.webp,https://static-01.daraz.com.np/p/1ca3504fc371082dce4d67417d3891c8.png,1 Year Seller Warranty,daraz_scrape,9779851045662
Livpure,Air Cooler,air cooler,65,LP-AC-LF65LD,Livpure Livfree 65 Liters Desert Air Cooler,19500,photos\Livpure\LP-AC-LF65LD.webp,https://joinelectroniccenter.com/photos/Livpure/LP-AC-LF65LD.webp,https://np-live-21.slatic.net/kf/Sc4e8a41bd7344af8bdb5451e81bfcae2c.jpg,1 Year Brand Warranty,daraz_scrape,9779851045662
Livpure,Air Cooler,air cooler,58,Magnakool 58L,Livpure Magnakool Tower Air Cooler- 58L,20500,photos\Livpure\Magnakool-58L.webp,https://joinelectroniccenter.com/photos/Livpure/Magnakool-58L.webp,https://static-01.daraz.com.np/p/026bda792f6a783ace3360cf91ee6daa.png,1 Year Seller Warranty,daraz_scrape,9779851045662
Livpure,Air Cooler,air cooler,35,Chill 35L,Livpure Personal Air Cooler Chill 35 L,14700,photos\Livpure\Chill-35L.webp,https://joinelectroniccenter.com/photos/Livpure/Chill-35L.webp,https://static-01.daraz.com.np/p/a82235fa117f0966e3698b079584ed71.jpg,1 Year Seller Warranty,daraz_scrape,9779851045662
Livpure,Small Home Appliance,Curved Glass Auto Clean Chimney,90 cm (1400 m3/hr),LIVPURE ADOR 90,Livpure Ador 90cm Auto-Clean Kitchen Chimney,40500,,,,1 Year Comprehensive + 5 Years on Motor,local_price_list,9779851045662
Livpure,Small Home Appliance,Slant / Angular Chimney,90 cm (1500 m3/hr),LIVPURE DRIFT 90,Livpure Drift 90cm Angular Slant Auto-Clean Chimney,49500,,,,1 Year Comprehensive + 5 Years on Motor,local_price_list,9779851045662
Livpure,Small Home Appliance,T-Shape Auto Clean Chimney,90 cm (1300 m3/hr),LIVPURE ETHER 90,Livpure Ether 90cm Motion Sensor Auto-Clean Chimney,40000,,,,1 Year Comprehensive + 5 Years on Motor,local_price_list,9779851045662
Livpure,Small Home Appliance,Curved Glass Auto Clean Chimney,90 cm (1200 m3/hr),LIVPURE SWIRL 90,Livpure Swirl 90cm Curved Glass Chimney,36000,,,,1 Year Comprehensive + 5 Years on Motor,local_price_list,9779851045662
Livpure,Water Dispenser,water dispenser,15,Bolt+ Copper,Livpure Bolt+ Copper,34999,photos\Livpure\Bolt-Copper.webp,https://joinelectroniccenter.com/photos/Livpure/Bolt-Copper.webp,https://static-01.daraz.com.np/p/bab7ddb8fb5ad06730bd942780b67554.png,1 Year Seller Warranty,daraz_scrape,9779851045662
Livpure,Water Dispenser,water dispenser,,Livpure-Livpure-Platino---Co,Livpure Platino + Copper (RO+UV +UF + Mineraliliser) Water Purifier,46199,photos\Livpure\105458463-NP-1027177666.webp,https://joinelectroniccenter.com/photos/Livpure/105458463-NP-1027177666.webp,https://static-01.daraz.com.np/p/11892576f5d68dfe534a9257f4e4cd73.jpg,1 Year Brand Warranty,daraz_scrape,9779851045662
Livpure,Water Dispenser,water dispenser,,Livpure-Livpure-Platino--Cop,Livpure Platino+ Copper,43999,photos\Livpure\105533989-NP-1027340541.webp,https://joinelectroniccenter.com/photos/Livpure/105533989-NP-1027340541.webp,https://static-01.daraz.com.np/p/93dfcd7b4a4d86edb9e4fa5de764e4d0.jpg,1 Year Seller Warranty,daraz_scrape,9779851045662
Livpure,Water Dispenser,water dispenser,6.5 L,RO +UV +UF +Taste Enhancer,"Livpure Zinger  Copper Hot (RO +UV +UF +Taste Enhancer ) 6.5 L tank-White, 15 LPH Water Purifier",58121,photos\Livpure\RO-UV-UF-Taste-Enhancer.webp,https://joinelectroniccenter.com/photos/Livpure/RO-UV-UF-Taste-Enhancer.webp,https://static-01.daraz.com.np/p/86c17a046c9883c221c4b98bc9e37180.png,"If your product does not come with any warranty, then you can still benefit from our return policy. Please read the return policy conditions here .",daraz_scrape,9779851045662
Livpure,Water Dispenser,water dispenser,,Livpure-Livpure-Zinger-Coppe,Livpure Zinger Copper Hot Water Purifier,55399,photos\Livpure\122018617-NP-1033174400.webp,https://joinelectroniccenter.com/photos/Livpure/122018617-NP-1033174400.webp,https://static-01.daraz.com.np/p/c0335a7020463715bc80582765b4a153.png,1 Year Brand Warranty,daraz_scrape,9779851045662
Livpure,Water Dispenser,water dispenser,,Livpure-Livpure-blot-copper,Livpure blot copper (RO + UV + Mineraliser) Water Purifier,36749,photos\Livpure\105470475-NP-1027183584.webp,https://joinelectroniccenter.com/photos/Livpure/105470475-NP-1027183584.webp,https://static-01.daraz.com.np/p/fa22c052ea23026dd5b7649ee5ee0940.jpg,"1 year warranty on manufactures defects ,Physical Damage Not Applicable",daraz_scrape,9779851045662
Livpure,Water Purifier,water purifier,8 L,LI614EL1938Q8NAFAMZ-63006,"Livpure  8 Ltr Water Purifier Envy Alkaline, Ro+UV+UF+Taste Enhancer",33899,photos\Livpure\LI614EL1938Q8NAFAMZ-63006.webp,https://joinelectroniccenter.com/photos/Livpure/LI614EL1938Q8NAFAMZ-63006.webp,https://static-01.daraz.com.np/p/3122de090fc166adda8d989c31b72acf.png,1 Year Brand Warranty,daraz_scrape,9779851045662
Livpure,Water Purifier,RO+UV Premium,7 Litre,LIVPURE ALLURA PREMIA,Livpure Allura Premia RO+UV+Mineralizer Water Purifier,44999,,,,1 Year Comprehensive Warranty,local_price_list,9779851045662
Livpure,Water Purifier,water purifier,,Livpure-Livpure-Bolt--Copper,Livpure Bolt+ Copper (Ro+Uv+Mineraliser) Water Purifier,36749,photos\Livpure\129112937-NP-1037142172.webp,https://joinelectroniccenter.com/photos/Livpure/129112937-NP-1037142172.webp,https://static-01.daraz.com.np/p/1ef9f35ac88ed4c4e26a01e6f1c83dd9.jpg,1 Year Seller Warranty,daraz_scrape,9779851045662
Livpure,Water Purifier,RO+UV+Mineraliser,7 Litre Storage,LIVPURE BOLT+COPPER,Livpure Bolt+ Copper RO+UV+Mineralizer Water Purifier,34999,,,,1 Year Comprehensive Warranty,local_price_list,9779851045662
Livpure,Water Purifier,water purifier,,Livpure-Livpure-Bolt--Copper-2,"Livpure Bolt+ Copper, Water Purifier (RO+UV+Mineraliser+Copper 29)",36749,photos\Livpure\128433582-NP-1035917002.webp,https://joinelectroniccenter.com/photos/Livpure/128433582-NP-1035917002.webp,https://static-01.daraz.com.np/p/095c8d72d827fc057d04671b005c116d.jpg,1 Year Brand Warranty,daraz_scrape,9779851045662
Livpure,Water Purifier,Alkaline RO+UV,7 Litre,LIVPURE ENVY ALKALINE,Livpure Envy Alkaline RO+UV Water Purifier,33899,,,,1 Year Comprehensive Warranty,local_price_list,9779851045662
Livpure,Water Purifier,water purifier,,TDS,Livpure Envy Alkaline RO+UV+UF+Smart TDS Adjuster+Alkaliser Water Purifier,35599,photos\Livpure\128918221-NP-1036851203.webp,https://joinelectroniccenter.com/photos/Livpure/128918221-NP-1036851203.webp,https://static-01.daraz.com.np/p/4c28a0d249161b7dfe42eb1d85ccf88d.jpg,1 years Full Services Warranty,daraz_scrape,9779851045662
Livpure,Water Purifier,water purifier,,Livpure-Livpure-Glitz-Silver,Livpure Glitz Silver (Ro+Uf+Mineraliser) Water Purifier,32999,photos\Livpure\129120267-NP-1037144117.webp,https://joinelectroniccenter.com/photos/Livpure/129120267-NP-1037144117.webp,https://static-01.daraz.com.np/p/434fde31c23ee4e42032bd4ce019a18a.jpg,1 Year Seller Warranty,daraz_scrape,9779851045662
Livpure,Water Purifier,RO+UV+UF,7 Litre,LIVPURE GLITZ SILVER,Livpure Glitz Silver RO+UV+UF Water Purifier,32999,,,,1 Year Comprehensive Warranty,local_price_list,9779851045662
Livpure,Water Purifier,water purifier,,Livpure-Livpure-Platino--Cop-2,Livpure Platino+ Copper (Ro+Uv+Uf+Mineraliser) Water Purifier,46199,photos\Livpure\129119248-NP-1037142170.webp,https://joinelectroniccenter.com/photos/Livpure/129119248-NP-1037142170.webp,https://static-01.daraz.com.np/p/2382603df3b03e555bff24bea1da7932.jpg,1 Year Seller Warranty,daraz_scrape,9779851045662
Livpure,Water Purifier,RO+UV Copper Platino,8.5 Litre,LIVPURE PLATINO+COPPER,Livpure Platino+ Copper 8.5L Water Purifier,43999,,,,1 Year Comprehensive Warranty,local_price_list,9779851045662
Livpure,Water Purifier,water purifier,8.5 L,Platino+,Livpure Platino+ copper 8.5 ltrs (R0+Uv+Uf+Mineraliser) Water Purifier,46199,photos\Livpure\Platino.webp,https://joinelectroniccenter.com/photos/Livpure/Platino.webp,https://static-01.daraz.com.np/p/c1c18bfa3ce29a1e3d2968f18c857a2e.jpg,1 Year Brand Warranty,daraz_scrape,9779851045662
Livpure,Water Purifier,water purifier,,Sereno,Livpure Sereno - SS RO+UV+UF Water Purifier with Copper & Mineral Technology,49999,photos\Livpure\Sereno.webp,https://joinelectroniccenter.com/photos/Livpure/Sereno.webp,https://static-01.daraz.com.np/p/db6d75ee39ebba27c91dcb9fffd0e6a3.jpg,1 Year Seller Warranty,daraz_scrape,9779851045662
Livpure,Water Purifier,Under The Counter (UTC),8 Litre Hydrostatic,LIVPURE UTC NEON PLUS,Livpure UTC Neon Plus Under-the-Counter RO Purifier,40599,,,,1 Year Comprehensive Warranty,local_price_list,9779851045662
Livpure,Water Purifier,RO+UV Hot & Ambient,8 Litre (With Instant Hot Water),LIVPURE ZINGER HOT,Livpure Zinger Hot RO+UV+Mineralizer with Instant Warm/Hot Water,55399,,,,1 Year Comprehensive Warranty,local_price_list,9779851045662
Miriza,Air Cooler,Personal / Room Cooler,40 Ltr,MIRIZA-40L-COOL,Miriza 40 Litre Turbo Room Air Cooler,10990,photos\Miriza\MIRIZA-40L-COOL.webp,https://joinelectroniccenter.com/photos/Miriza/MIRIZA-40L-COOL.webp,,1 Year Motor Warranty,daraz_market,9779851045662
Miriza,Air Cooler,Desert Air Cooler,70 Ltr,MIRIZA-70L-DESERT,Miriza 70 Litre Heavy Duty Desert Air Cooler,16500,photos\Miriza\MIRIZA-70L-DESERT.webp,https://joinelectroniccenter.com/photos/Miriza/MIRIZA-70L-DESERT.webp,,1 Year Motor Warranty,daraz_market,9779851045662
Miriza,Television,HD Smart TV,32 Inch,MIRIZA-32-HDGTV,"Miriza 32"" Frameless HD Smart Google TV",18990,photos\Miriza\MIRIZA-32-HDGTV.webp,https://joinelectroniccenter.com/photos/Miriza/MIRIZA-32-HDGTV.webp,,1 Year Comprehensive + 2 Years on Panel,daraz_market,9779851045662
Miriza,Television,FHD Smart Google TV,43 Inch,MIRIZA-43-FHDGTV,"Miriza 43"" Full HD Smart Google TV",37990,photos\Miriza\MIRIZA-43-FHDGTV.webp,https://joinelectroniccenter.com/photos/Miriza/MIRIZA-43-FHDGTV.webp,,1 Year Comprehensive + 2 Years on Panel,daraz_market,9779851045662
Miriza,Television,4K UHD Smart Google TV,55 Inch,MIRIZA-55-4KGTV,"Miriza 55"" 4K UHD Smart Google TV (Frameless)",66990,photos\Miriza\MIRIZA-55-4KGTV.webp,https://joinelectroniccenter.com/photos/Miriza/MIRIZA-55-4KGTV.webp,,1 Year Comprehensive + 2 Years on Panel,daraz_market,9779851045662
Panasonic,Air Conditioner,air conditioner,1 Ton / 12000 BTU,1 ton on/off,DELLA 1 Ton Air Conditioner Wall Mount Split Type,59990,photos\Panasonic\1-ton-on-off.webp,https://joinelectroniccenter.com/photos/Panasonic/1-ton-on-off.webp,https://np-live-21.slatic.net/kf/Scfe06deb51d04fefb41d52c05f642018C.jpg,1 Year Brand Warranty,daraz_scrape,9779851045662
Panasonic,Air Conditioner,air conditioner,1 Ton / 12000 BTU,CS/CU-KZ12XKY,Panasonic 1 Ton Copper Inverter Split AC CS/CU-KZ12YKY-8 - Big Digital,117000,photos\Panasonic\CS-CU-KZ12XKY.webp,https://joinelectroniccenter.com/photos/Panasonic/CS-CU-KZ12XKY.webp,https://static-01.daraz.com.np/p/7e94c67d1cabaa81930beed43727c24b.png,10 Years Brand Warranty,daraz_scrape,9779851045662
Panasonic,Air Conditioner,Inverter Split AC (Hot & Cold),1.5 Ton,CS/CU-HZ18XKY,Panasonic 1.5 Ton Twin Cool Inverter Split AC (nanoe-X),128990,,,,1 Year Comprehensive + 5 Years on PCB + 10 Years on Compressor,daraz_market,9779851045662
Panasonic,Refrigerator,refrigerator,260,NR-TH271BPAX,Panasonic 260 Litres Double Door Refrigerators in Ocean Blue NR-TH271BPAX - Big Digital,60131,photos\Panasonic\NR-TH271BPAX.webp,https://joinelectroniccenter.com/photos/Panasonic/NR-TH271BPAX.webp,https://static-01.daraz.com.np/p/7dbf70c364678c8fdb1f17fbc6e0d32b.png,1 Year Brand Warranty,daraz_scrape,9779851045662
Panasonic,Refrigerator,Double Door Inverter Refrigerator,260 L,NR-MB260VSPN,Panasonic 260L Double Door Inverter Refrigerator,63990,photos\Panasonic\NR-MB260VSPN.webp,https://joinelectroniccenter.com/photos/Panasonic/NR-MB260VSPN.webp,,1 Year Comprehensive + 10 Years on Inverter Compressor,daraz_market,9779851045662
Panasonic,Refrigerator,refrigerator,280,NR-TH291BVHX,Panasonic 280 Litres Double Door Refrigerators in Electric Grey NR-TH291BVHX - Big Digital,66013,photos\Panasonic\NR-TH291BVHX.webp,https://joinelectroniccenter.com/photos/Panasonic/NR-TH291BVHX.webp,https://static-01.daraz.com.np/p/99a24fa98d82ea53d39c3b37c02e256b.png,10 Years Brand Warranty,daraz_scrape,9779851045662
Panasonic,Refrigerator,refrigerator,320,NR-TG338BVHX,Panasonic 320 Litres Prime Convertible Double Door Refrigerators in Electric Grey NR-TG338BVHX - Big Digital,77386,photos\Panasonic\NR-TG338BVHX.webp,https://joinelectroniccenter.com/photos/Panasonic/NR-TG338BVHX.webp,https://static-01.daraz.com.np/p/08915b46e714475cdbf701fbcb0fcf60.jpg,"If your product does not come with any warranty, then you can still benefit from our return policy. Please read the return policy conditions here .",daraz_scrape,9779851045662
Panasonic,Refrigerator,refrigerator,320,NR-TG338BPAX,Panasonic 320 Litres Prime Convertible Double Door Refrigerators in Ocean Blue NR-TG338BPAX- Big Digital,78431,photos\Panasonic\NR-TG338BPAX.webp,https://joinelectroniccenter.com/photos/Panasonic/NR-TG338BPAX.webp,https://static-01.daraz.com.np/p/d2615f807ba8bc458c6fac18bf935d58.jpg,1 Year Brand Warranty,daraz_scrape,9779851045662
Panasonic,Refrigerator,Bottom Mount Inverter Refrigerator,338 L,NR-BC360WSPN,Panasonic 338L Prime Fresh Bottom Mount Inverter Refrigerator,105990,photos\Panasonic\NR-BC360WSPN.webp,https://joinelectroniccenter.com/photos/Panasonic/NR-BC360WSPN.webp,,1 Year Comprehensive + 10 Years on Inverter Compressor,daraz_market,9779851045662
